4.0,21.0,22.0,23.0,31.0,46.0
13.0,18.0,26.0,29.0,34.0,36.0
3.0,4.0,17.0,42.0,84.0,86.0
6.0,15.0,18.0,29.0,41.0,59.0
10.0,25.0,28.0,50.0,61.0,84.0
30.0,43.0,58.0,80.0,106.0,108.0
2.0,7.0,11.0,12.0,20.0,35.0
9.0,12.0,31.0,32.0,33.0,40.0
9.0,19.0,59.0,97.0,180.0,286.0
1.0,19.0,33.0,36.0,37.0,38.0
5.0,8.0,14.0,15.0,22.0,24.0
0.0,14.0,26.0,42.0,43.0,44.0
10.0,13.0,37.0,40.0,49.0,74.0
2.0,7.0,56.0,67.0,72.0,73.0
16.0,16.0,17.0,47.0,50.0,68.0
5.0,23.0,24.0,30.0,32.0,39.0
3.0,6.0,20.0,28.0,39.0,45.0
34.0,208.0,246.0,268.0,269.0,297.0
1.0,88.0,151.0,158.0,168.0,177.0
8.0,11.0,21.0,25.0,35.0,38.0
