2.0,4.0,17.0,30.0,30.0,39.0
54.0,121.0,129.0,140.0,181.0,194.0
3.0,24.0,36.0,44.0,51.0,54.0
10.0,16.0,35.0,42.0,66.0,76.0
87.0,282.0,313.0,468.0,520.0,334.0
9.0,13.0,26.0,31.0,32.0,34.0
3.0,5.0,5.0,8.0,9.0,14.0
15.0,23.0,48.0,69.0,71.0,187.0
19.0,87.0,94.0,132.0,157.0,171.0
13.0,15.0,20.0,22.0,35.0,55.0
1.0,2.0,6.0,7.0,11.0,18.0
0.0,4.0,6.0,12.0,12.0,14.0
53.0,56.0,90.0,125.0,126.0,152.0
31.0,105.0,123.0,150.0,168.0,178.0
98.0,169.0,170.0,258.0,263.0,491.0
11.0,29.0,32.0,34.0,37.0,49.0
7.0,36.0,47.0,53.0,55.0,63.0
73.0,189.0,214.0,271.0,326.0,341.0
147.0,162.0,268.0,316.0,320.0,368.0
1.0,8.0,10.0,21.0,25.0,27.0
