7.0,43.0,51.0,51.0,52.0,53.0
33.0,53.0,87.0,89.0,156.0,167.0
9.0,10.0,12.0,21.0,50.0,56.0
11.0,12.0,25.0,36.0,37.0,65.0
20.0,361.0,389.0,413.0,420.0,320.6
1.0,2.0,8.0,10.0,16.0,22.0
3.0,7.0,15.0,17.0,18.0,18.0
38.0,92.0,130.0,155.0,178.0,249.0
25.0,50.0,88.0,110.0,127.0,183.0
14.0,21.0,23.0,34.0,40.0,52.0
1.0,4.0,6.0,13.0,27.0,28.0
0.0,5.0,8.0,11.0,15.0,19.0
17.0,19.0,45.0,73.0,147.0,160.0
16.0,71.0,76.0,128.0,194.0,212.0
9.0,276.0,277.0,365.0,370.0,459.0
4.0,6.0,22.0,42.0,57.0,58.0
3.0,30.0,37.0,44.0,54.0,60.0
180.0,219.0,296.0,321.0,378.0,448.0
40.0,213.0,261.0,269.0,318.0,375.0
2.0,5.0,13.0,14.0,31.0,39.0
