1.0,16.0,16.0,18.0,30.0,46.0
3.0,26.0,50.0,78.0,90.0,127.0
18.0,25.0,32.0,34.0,41.0,58.0
5.0,17.0,49.0,55.0,55.0,75.0
19.0,103.0,147.0,151.0,200.0,214.0
7.0,14.0,19.0,27.0,50.0,51.0
2.0,3.0,22.0,24.0,31.0,42.0
6.0,10.0,12.0,13.0,20.0,22.0
120.0,131.0,160.0,162.0,193.0,207.0
1.0,8.0,10.0,31.0,44.0,60.0
7.0,9.0,12.0,17.0,21.0,23.0
0.0,20.0,25.0,30.0,35.0,39.0
11.0,35.0,45.0,45.0,73.0,88.0
6.0,13.0,24.0,53.0,56.0,68.0
4.0,8.0,11.0,33.0,66.0,84.0
29.0,40.0,43.0,51.0,53.0,54.0
4.0,9.0,15.0,26.0,38.0,39.0
132.0,148.0,250.0,279.0,336.0,345.0
14.0,32.0,54.0,85.0,93.0,108.0
2.0,5.0,15.0,21.0,23.0,28.0
