15.0,27.0,27.0,30.0,38.0,39.0
19.0,20.0,36.0,46.0,59.0,81.0
5.0,8.0,18.0,43.0,83.0,89.0
4.0,22.0,28.0,40.0,49.0,59.0
12.0,17.0,131.0,157.0,178.0,238.0
7.0,14.0,16.0,16.0,21.0,32.0
4.0,11.0,21.0,23.0,25.0,26.0
2.0,23.0,31.0,39.0,71.0,74.0
14.0,40.0,44.0,90.0,99.0,142.0
3.0,8.0,10.0,28.0,33.0,34.0
5.0,6.0,9.0,9.0,15.0,18.0
0.0,1.0,2.0,7.0,11.0,22.0
13.0,24.0,38.0,98.0,205.0,210.0
17.0,19.0,20.0,54.0,65.0,86.0
66.0,70.0,119.0,149.0,161.0,190.0
64.0,65.0,80.0,82.0,84.0,89.0
1.0,26.0,32.0,35.0,47.0,53.0
61.0,126.0,191.0,213.0,248.0,491.0
10.0,12.0,13.0,33.0,42.0,58.0
3.0,6.0,73.0,73.0,78.0,85.0
