2.0,2.0,9.0,16.0,23.0,24.0
4.0,5.0,5.0,36.0,39.0,83.0
1.0,30.0,49.0,51.0,54.0,92.0
22.0,41.0,46.0,48.0,69.0,70.0
11.0,15.0,20.0,35.0,48.0,61.0
31.0,67.0,70.0,77.0,78.0,79.0
11.0,20.0,44.0,52.0,65.0,71.0
7.0,14.0,19.0,25.0,38.0,43.0
45.0,51.0,76.0,139.0,197.0,237.0
3.0,14.0,19.0,22.0,31.0,36.0
7.0,8.0,10.0,13.0,18.0,27.0
0.0,1.0,23.0,32.0,42.0,67.0
3.0,32.0,37.0,90.0,109.0,122.0
33.0,38.0,50.0,53.0,73.0,120.0
8.0,17.0,21.0,47.0,62.0,72.0
6.0,9.0,17.0,21.0,33.0,42.0
6.0,12.0,12.0,13.0,16.0,24.0
41.0,57.0,222.0,222.0,252.0,293.0
34.0,35.0,60.0,78.0,98.0,105.0
4.0,10.0,15.0,18.0,25.0,29.0
