5.0,17.0,17.0,29.0,30.0,31.0
18.0,40.0,45.0,65.0,68.0,69.0
3.0,24.0,25.0,41.0,53.0,77.0
4.0,10.0,23.0,40.0,58.0,58.0
14.0,48.0,49.0,78.0,87.0,88.0
1.0,9.0,27.0,28.0,35.0,39.0
9.0,21.0,22.0,26.0,31.0,35.0
2.0,8.0,15.0,43.0,50.0,51.0
43.0,54.0,80.0,81.0,123.0,135.0
12.0,13.0,16.0,19.0,47.0,50.0
2.0,3.0,4.0,11.0,12.0,13.0
0.0,5.0,16.0,29.0,33.0,34.0
23.0,25.0,42.0,73.0,74.0,96.0
1.0,6.0,21.0,34.0,55.0,66.0
7.0,8.0,60.0,93.0,109.0,112.0
26.0,27.0,28.0,32.0,52.0,57.0
6.0,11.0,22.0,42.0,65.0,97.0
55.0,56.0,57.0,118.0,231.0,260.0
14.0,19.0,20.0,32.0,33.0,41.0
7.0,10.0,15.0,24.0,36.0,44.0
