8.0,20.0,21.0,30.0,36.0,42.0
83.0,91.0,92.0,143.0,165.0,172.0
6.0,14.0,16.0,31.0,35.0,43.0
28.0,28.0,38.0,54.0,73.0,80.0
125.0,244.0,275.0,506.0,558.0,341.6
2.0,5.0,6.0,7.0,12.0,14.0
3.0,10.0,12.0,13.0,17.0,18.0
10.0,15.0,33.0,53.0,107.0,149.0
49.0,56.0,57.0,133.0,163.0,170.0
3.0,16.0,23.0,51.0,58.0,72.0
4.0,5.0,7.0,8.0,11.0,20.0
0.0,9.0,9.0,11.0,19.0,19.0
15.0,18.0,87.0,128.0,164.0,179.0
67.0,69.0,112.0,130.0,161.0,216.0
131.0,132.0,136.0,220.0,225.0,453.0
1.0,4.0,45.0,49.0,62.0,63.0
2.0,17.0,31.0,32.0,85.0,91.0
35.0,151.0,176.0,233.0,303.0,364.0
124.0,185.0,230.0,278.0,358.0,362.0
1.0,13.0,21.0,30.0,37.0,48.0
