1.0,26.0,35.0,45.0,48.0,52.0
10.0,11.0,13.0,24.0,25.0,56.0
39.0,43.0,43.0,49.0,50.0,99.0
6.0,38.0,40.0,44.0,45.0,57.0
80.0,96.0,129.0,141.0,153.0,173.0
16.0,16.0,20.0,31.0,37.0,72.0
5.0,8.0,10.0,12.0,17.0,17.0
8.0,14.0,19.0,42.0,54.0,59.0
19.0,62.0,64.0,73.0,102.0,187.0
6.0,14.0,49.0,102.0,104.0,123.0
1.0,2.0,11.0,18.0,25.0,47.0
0.0,3.0,4.0,5.0,7.0,9.0
96.0,176.0,178.0,198.0,239.0,240.0
51.0,65.0,72.0,89.0,103.0,110.0
3.0,7.0,18.0,26.0,28.0,32.0
9.0,21.0,22.0,22.0,23.0,24.0
12.0,15.0,23.0,29.0,34.0,52.0
30.0,46.0,77.0,82.0,101.0,204.0
144.0,152.0,191.0,193.0,199.0,253.0
2.0,4.0,62.0,75.0,88.0,93.0
