8.0,10.0,14.0,56.0,58.0,85.0
5.0,39.0,42.0,43.0,87.0,99.0
2.0,3.0,13.0,41.0,45.0,94.0
35.0,37.0,44.0,51.0,54.0,58.0
15.0,43.0,180.0,79.3333,79.3333,79.3333
28.0,63.0,71.0,76.0,179.0,239.0
18.0,19.0,20.0,22.0,30.0,32.0
7.0,8.0,17.0,38.0,48.0,60.0
1.0,9.0,29.0,79.0,178.0,211.0
1.0,12.0,25.0,42.0,44.0,48.0
4.0,6.0,11.0,15.0,18.0,23.0
0.0,11.0,12.0,21.0,25.0,35.0
3.0,16.0,23.0,27.0,34.0,57.0
4.0,20.0,22.0,28.0,30.0,34.0
13.0,26.0,62.0,86.0,88.0,89.0
10.0,14.0,17.0,21.0,31.0,33.0
9.0,64.0,65.0,75.0,83.0,91.0
2.0,98.0,217.0,273.0,282.0,347.0
5.0,24.0,33.0,40.0,50.0,54.0
6.0,7.0,16.0,19.0,26.0,27.0
