6.0,7.0,28.0,35.0,73.0,97.0
100.0,101.0,182.0,199.0,211.0,233.0
1.0,17.0,38.0,47.0,57.0,60.0
4.0,10.0,11.0,31.0,59.0,81.0
12.0,16.0,18.0,46.0,103.0,210.0
54.0,135.0,147.0,160.0,177.0,230.0
21.0,40.0,65.0,69.0,74.0,128.0
1.0,3.0,5.0,9.0,18.0,26.0
27.0,162.0,164.0,254.0,151.75,151.75
9.0,66.0,83.0,112.0,119.0,175.0
10.0,11.0,39.0,50.0,62.0,72.0
0.0,5.0,8.0,8.0,12.0,14.0
6.0,19.0,136.0,53.6667,53.6667,53.6667
2.0,4.0,22.0,52.0,84.0,104.0
15.0,86.0,117.0,234.0,113.0,113.0
15.0,17.0,23.0,25.0,36.0,67.0
13.0,14.0,16.0,24.0,30.0,32.0
56.0,68.0,122.0,130.0,191.0,113.4
2.0,13.0,29.0,43.0,48.0,99.0
3.0,7.0,19.0,20.0,45.0,85.0
