1.0,2.0,5.0,13.0,13.0,14.0
1.0,7.0,92.0,33.3333,33.3333,33.3333
9.0,12.0,27.0,38.0,50.0,68.0
14.0,18.0,26.0,41.0,52.0,59.0
38.9639,38.9639,38.9639,38.9639,38.9639,38.9639
9.0,22.0,56.0,29.0,29.0,29.0
24.0,30.0,37.0,40.0,44.0,45.0
25.0,34.0,53.0,66.0,112.0,113.0
105.0,105.0,105.0,105.0,105.0,105.0
4.0,12.0,19.0,31.0,47.0,64.0
3.0,6.0,8.0,10.0,17.0,23.0
0.0,7.0,10.0,11.0,21.0,35.0
42.0,43.0,54.0,114.0,63.25,63.25
5.0,16.0,10.5,10.5,10.5,10.5
8.0,11.0,57.0,62.0,108.0,109.0
3.0,74.0,77.0,78.0,101.0,66.6
15.0,46.0,60.0,82.0,88.0,89.0
38.9639,38.9639,38.9639,38.9639,38.9639,38.9639
2.0,2.0,2.0,2.0,2.0,2.0
4.0,6.0,65.0,110.0,46.25,46.25
