10.0,14.0,17.0,27.0,32.0,45.0
1.0,62.0,64.0,80.0,88.0,128.0
7.0,13.0,49.0,57.0,92.0,98.0
7.0,15.0,25.0,31.0,42.0,44.0
6.0,23.0,291.0,330.0,489.0,227.8
4.0,15.0,22.0,28.0,65.0,77.0
1.0,3.0,4.0,6.0,9.0,21.0
12.0,16.0,18.0,19.0,21.0,23.0
3.0,265.0,348.0,357.0,370.0,483.0
9.0,10.0,19.0,35.0,40.0,82.0
2.0,11.0,13.0,16.0,26.0,39.0
0.0,2.0,8.0,24.0,28.0,29.0
48.0,79.0,148.0,187.0,216.0,470.0
5.0,25.0,50.0,119.0,138.0,169.0
8.0,20.0,22.0,30.0,38.0,125.0
11.0,18.0,34.0,34.0,36.0,46.0
12.0,39.0,93.0,95.0,102.0,106.0
17.0,17.0,17.0,17.0,17.0,17.0
14.0,52.0,72.0,154.0,166.0,226.0
5.0,20.0,27.0,43.0,44.0,61.0
