7.0,22.0,30.0,41.0,46.0,62.0
11.0,20.0,21.0,52.0,91.0,96.0
8.0,14.0,37.0,54.0,78.0,144.0
2.0,9.0,28.0,29.0,36.0,47.0
57.0,224.0,140.5,140.5,140.5,140.5
8.0,12.0,17.0,28.0,32.0,35.0
9.0,13.0,19.0,27.0,31.0,32.0
6.0,14.0,22.0,34.0,49.0,66.0
82.0,101.0,116.0,119.0,228.0,254.0
23.0,34.0,37.0,40.0,50.0,55.0
1.0,1.0,13.0,21.0,31.0,33.0
0.0,3.0,4.0,7.0,12.0,19.0
48.0,59.0,81.0,98.0,122.0,128.0
5.0,15.0,18.0,20.0,24.0,30.0
4.0,15.0,26.0,38.0,56.0,58.0
6.0,52.0,67.0,84.0,88.0,89.0
3.0,24.0,35.0,36.0,38.0,49.0
2.0,17.0,108.0,115.0,157.0,182.0
11.0,16.0,25.0,56.0,68.0,77.0
5.0,10.0,10.0,16.0,18.0,26.0
