2.0,5.0,17.0,18.0,30.0,32.0
3.0,6.0,9.0,21.0,27.0,40.0
8.0,32.0,109.0,130.0,132.0,137.0
4.0,5.0,15.0,39.0,50.0,92.0
58.0,69.0,104.0,117.0,135.0,188.0
6.0,28.0,46.0,57.0,66.0,67.0
9.0,19.0,20.0,24.0,27.0,28.0
2.0,10.0,12.0,14.0,21.0,30.0
174.0,242.0,255.0,284.0,384.0,539.0
7.0,15.0,23.0,36.0,54.0,60.0
3.0,7.0,11.0,12.0,26.0,26.0
0.0,1.0,16.0,24.0,35.0,41.0
1.0,13.0,14.0,23.0,59.0,88.0
16.0,33.0,63.0,87.0,113.0,116.0
10.0,13.0,18.0,19.0,25.0,34.0
17.0,43.0,47.0,70.0,72.0,81.0
11.0,22.0,29.0,47.0,52.0,55.0
134.0,134.0,134.0,134.0,134.0,134.0
25.0,56.0,57.0,69.0,84.0,106.0
4.0,8.0,20.0,22.0,29.0,31.0
