1.0,11.0,24.0,42.0,44.0,46.0
3.0,8.0,15.0,24.0,31.0,36.0
19.0,25.0,49.0,50.0,59.0,75.0
10.0,27.0,32.0,34.0,44.0,54.0
5.0,50.0,100.0,109.0,114.0,163.0
1.0,105.0,111.0,116.0,132.0,133.0
4.0,5.0,14.0,21.0,31.0,34.0
9.0,11.0,15.0,22.0,28.0,55.0
6.0,29.0,107.0,121.0,127.0,152.0
10.0,23.0,38.0,40.0,43.0,56.0
2.0,16.0,26.0,28.0,32.0,33.0
0.0,18.0,20.0,29.0,30.0,39.0
4.0,12.0,18.0,19.0,42.0,51.0
2.0,6.0,12.0,30.0,49.0,66.0
7.0,14.0,17.0,23.0,35.0,37.0
3.0,8.0,17.0,20.0,21.0,25.0
7.0,13.0,27.0,38.0,40.0,53.0
22.0,35.0,65.0,129.0,182.0,183.0
41.0,43.0,68.0,79.0,101.0,140.0
9.0,13.0,16.0,41.0,57.0,57.0
