36.0,38.0,39.0,63.0,74.0,84.0
12.0,17.0,27.0,37.0,50.0,59.0
24.0,26.0,39.0,51.0,77.0,106.0
4.0,8.0,10.0,12.0,13.0,18.0
2.0,23.0,34.0,56.0,71.0,116.0
6.0,53.0,57.0,65.0,71.0,76.0
3.0,5.0,7.0,15.0,17.0,18.0
7.0,10.0,44.0,49.0,51.0,70.0
9.0,11.0,69.0,74.0,83.0,100.0
6.0,45.0,52.0,60.0,77.0,82.0
30.0,31.0,43.0,48.0,49.0,54.0
0.0,4.0,5.0,58.0,61.0,64.0
14.0,48.0,58.0,59.0,91.0,103.0
1.0,69.0,76.0,86.0,95.0,101.0
21.0,22.0,32.0,35.0,37.0,42.0
2.0,8.0,9.0,15.0,16.0,19.0
11.0,13.0,26.0,34.0,41.0,44.0
107.0,122.0,133.0,217.0,230.0,250.0
16.0,20.0,33.0,42.0,56.0,73.0
1.0,3.0,14.0,20.0,29.0,30.0
