3.0,7.0,9.0,11.0,13.0,14.0
25.0,36.0,85.0,48.6667,48.6667,48.6667
41.0,47.0,44.0,44.0,44.0,44.0
8.0,9.0,18.0,19.0,29.0,38.0
48.0,48.0,48.0,48.0,48.0,48.0
2.0,2.0,2.0,2.0,2.0,2.0
26.0,29.0,33.0,51.0,34.75,34.75
1.0,3.0,5.0,15.0,22.0,31.0
2.0,6.0,11.0,16.0,31.0,33.0
39.0,46.0,42.5,42.5,42.5,42.5
10.0,17.0,20.0,24.0,27.0,27.0
0.0,4.0,5.0,16.0,34.0,40.0
24.0,56.0,40.0,40.0,40.0,40.0
10.0,13.0,20.0,23.0,42.0,61.0
12.0,19.0,21.0,39.0,58.0,63.0
4.0,7.0,12.0,21.0,25.0,28.0
15.0,17.0,18.0,52.0,62.0,78.0
42.0,42.0,42.0,42.0,42.0,42.0
14.0,32.0,84.0,43.3333,43.3333,43.3333
1.0,6.0,8.0,37.0,40.0,51.0
