13.0,17.0,22.0,32.0,48.0,52.0
2.0,19.0,50.0,50.0,72.0,75.0
7.0,9.0,22.0,31.0,34.0,38.0
4.0,15.0,27.0,29.0,39.0,47.0
8.0,16.0,25.0,33.0,80.0,103.0
8.0,24.0,27.0,31.0,35.0,46.0
9.0,11.0,26.0,44.0,46.0,53.0
10.0,12.0,23.0,32.0,35.0,59.0
18.0,40.0,42.0,42.0,54.0,81.0
5.0,16.0,68.0,80.0,85.0,89.0
3.0,4.0,5.0,7.0,14.0,19.0
0.0,6.0,11.0,18.0,21.0,28.0
14.0,54.0,70.0,124.0,141.0,176.0
37.0,38.0,79.0,96.0,108.0,110.0
1.0,10.0,39.0,64.0,65.0,67.0
1.0,15.0,25.0,30.0,34.0,44.0
2.0,12.0,21.0,23.0,26.0,45.0
47.0,196.0,253.0,318.0,390.0,391.0
13.0,17.0,45.0,77.0,107.0,113.0
3.0,6.0,20.0,24.0,36.0,40.0
