8.0,12.0,26.0,48.0,54.0,55.0
19.0,24.0,40.0,47.0,72.0,102.0
2.0,15.0,15.0,16.0,18.0,34.0
6.0,10.0,20.0,23.0,36.0,39.0
11.0,206.0,302.0,386.0,430.0,434.0
16.0,26.0,39.0,58.0,60.0,62.0
11.0,27.0,28.0,30.0,41.0,58.0
1.0,1.0,12.0,25.0,27.0,33.0
29.0,35.0,72.0,123.0,151.0,152.0
13.0,13.0,18.0,31.0,41.0,42.0
14.0,20.0,21.0,30.0,34.0,45.0
0.0,4.0,5.0,7.0,14.0,17.0
35.0,40.0,46.0,93.0,97.0,99.0
2.0,22.0,29.0,37.0,77.0,117.0
3.0,19.0,32.0,51.0,54.0,55.0
9.0,25.0,66.0,70.0,77.0,80.0
4.0,8.0,36.0,38.0,44.0,48.0
33.0,62.0,71.0,135.0,185.0,415.0
42.0,52.0,74.0,78.0,94.0,95.0
3.0,5.0,6.0,7.0,9.0,10.0
